 <MISSION_TIME>,<TEAM ID>, <PACKET_COUNT>, <MODE>, <STATE>, <ALTITUDE>, <TEMPERATURE>, <PRESSURE>,<VOLTAGE>, <GYRO-R>, <GYRO-P>, <GYRO_Y>, <ACCEL_R>, <ACCEL_P>, <ACCEL_Y>, <MAG_R>, <MAG_P>, <MAG_Y>, <AUTO_GYRO_ROTATION_RATE>, <GPS_TIME>, <GPS_ALTITUDE>, <GPS_LATITUDE>, <GPS_LONGTITUDE>, <GPS_SATS>, <CMD_ECHO>
12:12:25,3139,48,F,FLIGHT,5,25.51461695,160.9812573,3.30238687,167.0472731,254.3083351,165.0228195,111.5285845,10.82229887,240.3503613,23.55919541,118.3062952,319.0972699,178.430857,12:12:25,5,23.11530048,30.13945396,3,STGPS  
12:12:26,3139,49,F,FLIGHT,5,24.68020209,124.3557276,3.297381489,188.3460277,273.426884,147.890596,117.4861088,10.61392969,236.8104581,25.62582484,115.4035814,378.868324,169.6850542,12:12:26,5,23.11530048,30.13945396,0,STGPS  
12:12:27,3139,50,F,FLIGHT,5,27.34932386,145.4615362,3.303074959,175.5277972,294.1868121,157.479841,130.0562058,10.74637535,277.8198659,24.26668642,119.175356,322.553432,173.2303517,12:12:27,5,23.11530048,30.13945396,4,STGPS  
12:12:28,3139,51,F,FLIGHT,5,24.36297759,131.940395,3.297384142,176.7794003,266.7125869,149.6774119,129.4278136,10.98883525,276.1155679,25.68065161,100.4719727,334.3883986,197.7052455,12:12:28,5,23.11530048,30.13945396,0,STGPS  
12:12:29,3139,52,F,FLIGHT,5,24.85924797,188.208418,3.296732708,189.2375481,261.9252124,143.4279464,114.8418218,9.523099362,271.596209,23.23251811,105.0095624,361.7671795,164.8335194,12:12:29,5,23.11530048,30.13945396,1,STGPS  
12:12:30,3139,53,F,FLIGHT,5,27.75309569,140.7894688,3.298620795,188.0642655,286.620514,166.5047151,111.1487224,9.224253474,273.1820225,24.43815091,119.1574075,367.6486184,179.6102538,12:12:30,5,23.11530048,30.13945396,0,STGPS  
12:12:31,3139,54,F,FLIGHT,5,23.17552821,176.6700362,3.299731432,179.980972,270.7323499,157.6037113,134.0366716,10.82266266,256.8210465,26.8810647,121.9903289,319.8814074,175.4133167,12:12:31,5,23.11530048,30.13945396,2,STGPS  
12:12:32,3139,55,F,FLIGHT,5,23.580501,288.3214291,3.301382381,176.7972579,304.3890171,139.95901,112.1451311,10.36446652,269.7237118,25.55157931,110.1604412,347.6117415,173.565094,12:12:32,5,23.11530048,30.13945396,6,STGPS  
12:12:33,3139,56,F,FLIGHT,5,25.3481044,253.0500023,3.29971719,187.9950281,260.0606258,152.5228124,120.8328868,9.222825282,251.6306962,23.25205591,111.5032983,367.2750214,180.4380113,12:12:33,5,23.11530048,30.13945396,9,STGPS  
12:12:34,3139,57,F,FLIGHT,5,24.21722651,-38.12867729,3.300488944,179.8733492,292.7937159,142.6493081,122.5797997,10.36099497,241.7910383,27.12293678,120.805943,346.1855951,178.7925083,12:12:34,5,23.11530048,30.13945396,7,STGPS  
12:12:35,3139,58,F,FLIGHT,6,25.11143925,14.50842928,3.299313733,172.231444,266.1954212,143.2402771,125.9202033,10.60223779,233.7342857,22.5004779,112.5378722,381.9599041,189.8148221,12:12:35,6,23.11530048,30.13945396,5,STGPS  
12:12:36,3139,59,F,FLIGHT,10,24.10251137,-8.472146973,3.30068307,197.1500836,303.6708027,160.4079642,112.5732787,9.701742028,243.7645089,22.61084292,107.1339019,330.4373623,190.7885323,12:12:36,10,23.11530048,30.13945396,6,STGPS  
12:12:37,3139,60,F,FLIGHT,19,24.22929551,7.267024022,3.297136231,195.9698631,265.2328037,147.9729987,127.8974915,9.552611495,247.4759066,27.20999251,105.4817594,334.6535112,180.9535056,12:12:37,19,23.11530048,30.13945396,9,STGPS  
12:12:38,3139,61,F,FLIGHT,35,26.22236248,4.447301514,3.302531947,182.8546255,260.5449617,153.4137179,122.276667,9.546427003,244.370379,22.58703388,108.4310381,348.2785259,197.7884817,12:12:38,35,23.11530048,30.13945396,4,STGPS  
12:12:39,3139,62,F,FLIGHT,60,27.26899756,-1.678161708,3.300505499,176.6029165,293.732892,140.8409148,112.2233825,9.452252429,236.6189055,24.60682575,108.7489915,356.0191644,162.2609012,12:12:39,60,23.11530048,30.13945396,6,STGPS  
12:12:40,3139,63,F,FLIGHT,96,25.94446594,1.340838924,3.298260857,162.8960544,287.8717331,145.5929142,128.1817549,10.75721377,243.3516975,24.41075974,119.742671,321.8163342,183.8667707,12:12:40,96,23.11530048,30.13945396,1,STGPS  
12:12:41,3139,64,F,FLIGHT,145,25.60064588,-0.547125918,3.300136116,180.8222729,275.9866255,168.5742044,129.6362418,9.553791342,251.3480408,26.13462136,115.3119772,376.6960999,173.8738511,12:12:41,145,23.11530048,30.13945396,6,STGPS  
12:12:42,3139,65,F,FLIGHT,209,27.43997207,0.318278213,3.301073952,175.1180678,278.5277461,164.378272,114.0130175,10.47028989,232.3385145,26.64115569,118.4304476,320.9110241,195.0017965,12:12:42,209,23.11530048,30.13945396,6,STGPS  
12:12:43,3139,66,F,FLIGHT,290,25.40817469,-0.165894013,3.300038563,182.0359552,271.2351985,154.5778685,133.5095172,9.645504933,263.3545834,24.9789673,121.0897889,388.2839958,163.9139655,12:12:43,290,23.11530048,30.13945396,5,STGPS  
12:12:44,3139,67,F,FLIGHT,390,25.85752705,0.053470043,3.302609018,175.2160099,276.9538169,165.8656645,131.6308215,9.360754428,243.0245301,26.73366416,120.7823823,352.5053115,172.1464161,12:12:44,390,23.11530048,30.13945396,6,STGPS  
12:12:45,3139,68,F,FLIGHT,511,26.20201517,-0.038237203,3.299547056,196.972957,261.0873604,152.4810579,134.1748299,9.847359494,233.6593946,24.99260769,121.9157097,384.2410457,168.3937051,12:12:45,511,23.11530048,30.13945396,3,STGPS  
12:12:46,3139,69,F,FLIGHT,655,26.55655302,0.028461014,3.302110739,179.9106725,263.8989467,160.2926229,131.0631147,9.777239771,240.4135678,26.87203109,101.7085539,350.9620654,163.6262689,12:12:46,655,23.11530048,30.13945396,0,STGPS  
12:12:47,3139,70,F,FLIGHT,824,23.10271299,0.023713745,3.297230062,163.6479228,268.2568337,148.5956847,112.875767,9.04908585,234.5554932,26.24826711,119.4008162,322.2146223,173.5366357,12:12:47,824,23.11530048,30.13945396,5,STGPS  
12:12:48,3139,71,F,FLIGHT,1020,25.05817225,0.003161791,3.300217092,173.2518404,253.2787478,165.6180634,114.778159,10.47848867,265.8087012,23.3876686,117.2937885,342.037029,169.0907092,12:12:48,1020,23.11530048,30.13945396,3,STGPS  
12:12:49,3139,72,F,FLIGHT,1018.898488,26.65785635,0.000514053,3.298961473,194.5807097,257.1550858,146.2512124,122.5196401,9.167029898,239.4194925,27.30829306,104.8474061,363.2327593,165.6328991,12:12:49,1018.898488,23.11530048,30.13945396,8,STGPS  
12:12:50,3139,73,F,FLIGHT,1017.796976,24.92695305,0.000359642,3.298363116,190.1381802,279.8834616,157.8162807,134.1917786,10.92728267,231.0498194,23.50868582,106.9323124,347.5609574,168.5679378,12:12:50,1017.796976,23.11530048,30.13945396,6,STGPS  
12:12:51,3139,74,F,FLIGHT,1016.695464,25.54918913,-3.33E-05,3.302405648,172.664666,284.3970405,164.221498,113.8360027,9.204145569,232.4498724,26.25892959,102.3507593,326.0693884,169.4304556,12:12:51,1016.695464,23.11530048,30.13945396,1,STGPS  
12:12:52,3139,75,F,FLIGHT,1015.593952,26.14627971,1.01E-05,3.30075843,172.0895218,269.4510303,147.9499187,121.6045761,9.484185586,257.8498908,26.78726246,113.2157417,330.2745417,170.3923098,12:12:52,1015.593952,23.11530048,30.13945396,0,STGPS  
12:12:53,3139,76,F,FLIGHT,1014.492441,25.09136477,5.76E-06,3.298842593,189.9948139,293.7354983,147.5345715,112.5418579,9.825407177,278.7480069,27.06926789,106.4663536,354.8307199,184.2180682,12:12:53,1014.492441,23.11530048,30.13945396,9,STGPS  
12:12:54,3139,77,F,FLIGHT,1013.390929,24.42604476,-5.55E-06,3.297308536,182.9692387,267.8161877,161.9000079,123.2074229,9.307342232,237.6417337,26.72714178,115.1922141,369.3681685,182.3800884,12:12:54,1013.390929,23.11530048,30.13945396,5,STGPS  
12:12:55,3139,78,F,FLIGHT,1012.289417,23.24638969,5.43E-06,3.303196447,197.4254805,265.8892918,150.1954088,126.1068921,9.954549376,254.2301392,27.23692906,102.046017,368.8018633,186.5901598,12:12:55,1012.289417,23.11530048,30.13945396,7,STGPS  
12:12:56,3139,79,F,FLIGHT,1011.187905,26.30915463,1.34E-06,3.302629527,189.6026718,289.0257787,160.0911424,130.321884,9.458777152,229.7913462,24.05694456,111.7748582,382.1336607,169.7562458,12:12:56,1011.187905,23.11530048,30.13945396,2,STGPS  
12:12:57,3139,80,F,FLIGHT,1010.086393,24.82195139,4.45E-07,3.297772819,179.7561647,253.2855496,157.2622699,124.2732644,9.933653683,260.5067914,23.42344748,115.34652,324.2446685,178.207858,12:12:57,1010.086393,23.11530048,30.13945396,1,STGPS  
12:12:58,3139,81,F,FLIGHT,1008.984881,22.97767252,-2.26E-07,3.299870373,191.076999,271.952248,146.4188513,111.3197968,10.83425842,257.3986975,24.55083362,117.0539824,354.6358681,177.3717566,12:12:58,1008.984881,23.11530048,30.13945396,1,STGPS  
12:12:59,3139,82,F,FLIGHT,1007.883369,26.88643349,-6.56E-08,3.300060752,163.2065527,263.6828477,158.5057205,116.1736807,9.948862816,251.1029484,23.4363912,111.6025434,361.555266,196.04115,12:12:59,1007.883369,23.11530048,30.13945396,8,STGPS  
12:13:00,3139,83,F,FLIGHT,1006.781857,22.89273596,3.06E-08,3.302394946,184.9930513,276.7345579,159.9949413,114.6322758,10.50457918,273.0717649,23.80087199,118.6483198,351.220569,166.8789082,12:13:00,1006.781857,23.11530048,30.13945396,0,STGPS  
12:13:01,3139,84,F,FLIGHT,1005.680346,26.29485007,1.45E-08,3.300695558,178.0172198,281.3334156,157.2606577,129.4342659,10.13735882,237.6049027,26.52791801,109.7343696,387.785267,185.2386391,12:13:01,1005.680346,23.11530048,30.13945396,2,STGPS  
12:13:02,3139,85,F,FLIGHT,1004.578834,24.77669794,-1.06E-08,3.302792254,162.2987006,262.2451008,150.5568265,124.6259728,10.6178161,239.2113115,23.01957661,111.1041457,373.8621506,171.1079625,12:13:02,1004.578834,23.11530048,30.13945396,2,STGPS  
12:13:03,3139,86,F,FLIGHT,1003.477322,23.25382943,-9.79E-09,3.302477892,176.623075,293.9071772,140.3275991,126.8820301,10.9284537,257.8782898,25.04040504,111.4825245,344.7987834,192.7954632,12:13:03,1003.477322,23.11530048,30.13945396,5,STGPS  
12:13:04,3139,87,F,FLIGHT,1002.37581,23.47722375,-3.51E-09,3.297810412,164.0609346,261.0437462,155.7923151,125.1388502,9.851742801,276.0050095,24.79027319,109.0079289,347.4040096,195.2608957,12:13:04,1002.37581,23.11530048,30.13945396,6,STGPS  
12:13:05,3139,88,F,FLIGHT,1001.274298,27.34277536,-1.30E-09,3.297925825,163.3314391,282.760526,164.6483103,122.8990215,10.34018869,274.8950771,27.27782932,106.8282339,384.6790313,187.2866563,12:13:05,1001.274298,23.11530048,30.13945396,9,STGPS  
12:13:06,3139,89,F,FLIGHT,1000.172786,27.21716174,-5.66E-10,3.298706789,171.5133787,302.3688922,169.7283491,115.9045683,9.090287514,280.2805577,24.39448659,118.057517,387.3720701,169.9044279,12:13:06,1000.172786,23.11530048,30.13945396,1,STGPS  
12:13:07,3139,90,F,FLIGHT,999.0712743,24.58998513,5.05E-10,3.298540237,191.593585,264.0645216,154.5979913,116.4927778,10.0978934,266.4593623,25.97961473,103.3404408,370.7836164,169.4632201,12:13:07,999.0712743,23.11530048,30.13945396,7,STGPS  
12:13:08,3139,91,F,FLIGHT,997.9697624,25.8839526,4.28E-10,3.302523143,173.6900324,281.3335267,149.9452374,130.6274121,9.946494803,242.8347737,23.75219975,109.0221067,352.5246003,183.6320127,12:13:08,997.9697624,23.11530048,30.13945396,5,STGPS  
12:13:09,3139,92,F,FLIGHT,996.8682505,23.80325439,2.89E-10,3.300483702,165.7117209,255.6671538,145.9674218,123.8882203,9.421672825,236.0583439,24.81782837,116.9294719,359.8130365,171.8089603,12:13:09,996.8682505,23.11530048,30.13945396,7,STGPS  
12:13:10,3139,93,F,FLIGHT,995.7667387,23.89666555,-1.19E-10,3.300142019,170.8734189,283.6569669,168.0973048,127.1186524,9.768944827,258.5656645,23.92419395,107.6449993,375.2762857,171.018126,12:13:10,995.7667387,23.11530048,30.13945396,1,STGPS  
12:13:11,3139,94,F,FLIGHT,994.6652268,24.71175054,5.85E-11,3.302068453,178.6656196,297.4348406,146.2058109,127.2751132,9.798249047,259.2856839,23.07495918,109.3768414,340.4502913,181.9101123,12:13:11,994.6652268,23.11530048,30.13945396,1,STGPS  
12:13:12,3139,95,F,FLIGHT,993.5637149,24.28762134,1.46E-11,3.299681428,166.6194349,255.0514889,164.6767616,119.2325112,9.734157968,261.5320875,24.82638216,121.652837,327.6369333,175.401362,12:13:12,993.5637149,23.11530048,30.13945396,4,STGPS  
12:13:13,3139,96,F,FLIGHT,992.462203,24.94925776,4.84E-12,3.301232558,163.021594,277.5743957,150.2677528,112.8660728,10.08167616,270.500849,22.70598227,111.1424328,342.6705852,165.1841488,12:13:13,992.462203,23.11530048,30.13945396,7,STGPS  
12:13:14,3139,97,F,FLIGHT,991.3606911,25.66953536,-4.48E-12,3.301763546,180.9934604,293.2778185,142.0973422,127.4446211,9.916956912,244.1753565,23.77000112,101.5589091,386.974826,193.455297,12:13:14,991.3606911,23.11530048,30.13945396,4,STGPS  
12:13:15,3139,98,F,FLIGHT,990.2591793,25.61501489,-3.85E-12,3.300095286,177.0800637,268.687159,140.6305326,116.0728506,10.58057345,271.5337981,24.39989159,108.5697088,383.9926607,197.7179045,12:13:15,990.2591793,23.11530048,30.13945396,9,STGPS  
12:13:16,3139,99,F,FLIGHT,989.1576674,26.30295952,1.29E-12,3.301780679,191.1152107,267.5881761,154.0178553,131.6261039,10.4074635,247.4798794,23.13181062,117.7827188,340.0766842,182.5483506,12:13:16,989.1576674,23.11530048,30.13945396,2,STGPS  
12:13:17,3139,100,F,FLIGHT,988.0561555,23.270135,7.65E-13,3.297703938,183.8707073,286.358136,148.3327282,125.2858527,9.402820683,239.7435299,25.1182583,102.6772708,362.896021,186.9259503,12:13:17,988.0561555,23.11530048,30.13945396,3,STGPS  
12:13:18,3139,101,F,FLIGHT,986.9546436,27.16688953,3.51E-13,3.298512355,181.2741284,293.8905068,146.3246197,123.4134945,10.73933195,239.803993,26.49153733,106.9909016,347.7488771,169.3314069,12:13:18,986.9546436,23.11530048,30.13945396,5,STGPS  
12:13:19,3139,102,F,FLIGHT,985.8531317,24.73481729,-1.49E-13,3.299313638,190.9666451,286.3518275,148.933677,131.3142747,9.505491835,237.1015137,25.6183915,100.7089188,362.4255133,181.759809,12:13:19,985.8531317,23.11530048,30.13945396,7,STGPS  
12:13:20,3139,103,F,FLIGHT,984.7516199,23.07079879,6.45E-14,3.300664055,176.3307471,308.6939162,168.4035983,119.5705118,9.331208321,244.8109923,27.08319997,101.1925556,386.0529953,162.6127469,12:13:20,984.7516199,23.11530048,30.13945396,1,STGPS  
12:13:21,3139,104,F,FLIGHT,983.650108,26.32271618,-4.30E-15,3.302347778,170.8709264,268.5632747,149.652331,122.124347,10.28181426,258.0251463,22.68373804,104.9865956,347.0585445,188.1938675,12:13:21,983.650108,23.11530048,30.13945396,9,STGPS  
12:13:22,3139,105,F,FLIGHT,982.5485961,25.80553101,4.33E-17,3.299882453,167.0843743,261.8865386,156.8176396,131.6354954,10.90849624,234.0726973,24.62609668,109.044634,377.0415067,177.0425101,12:13:22,982.5485961,23.11530048,30.13945396,0,STGPS  
12:13:23,3139,106,F,FLIGHT,981.4470842,24.81625281,3.98E-17,3.298154462,164.5957674,284.4557243,160.6918998,118.3411599,9.383983646,276.2466305,22.78629807,103.4721453,385.2603459,166.3151601,12:13:23,981.4470842,23.11530048,30.13945396,0,STGPS  
12:13:24,3139,107,F,FLIGHT,980.3455724,24.50998475,-3.75E-17,3.300301482,190.594212,269.9560066,162.9054001,128.1441989,9.386162985,275.8167007,26.87460981,101.387304,356.576725,183.515945,12:13:24,980.3455724,23.11530048,30.13945396,8,STGPS  
12:13:25,3139,108,F,FLIGHT,979.2440605,23.4411146,-2.57E-17,3.302809018,170.4357639,263.7739107,153.2208198,112.4651334,10.09502322,262.5371833,25.7824577,102.6278659,323.9737666,162.2714819,12:13:25,979.2440605,23.11530048,30.13945396,5,STGPS  
12:13:26,3139,109,F,FLIGHT,978.1425486,26.99506675,-2.61E-18,3.299575022,181.4461231,270.1988089,140.1665113,116.0937187,9.865248183,268.6426914,24.36426022,104.999555,355.4066818,194.6985902,12:13:26,978.1425486,23.11530048,30.13945396,7,STGPS  
12:13:27,3139,110,F,FLIGHT,977.0410367,27.24588797,-1.06E-18,3.29882749,194.0559009,291.8346146,166.7635785,130.9300847,9.523769559,254.979197,24.15602342,114.228668,388.8384728,192.5715443,12:13:27,977.0410367,23.11530048,30.13945396,2,STGPS  
12:13:28,3139,111,F,FLIGHT,975.9395248,27.70308328,-3.26E-19,3.302803259,192.6596875,278.0826878,156.1815894,122.6787215,9.759673245,243.4037422,25.49869339,102.6762116,367.0234392,176.7219551,12:13:28,975.9395248,23.11530048,30.13945396,7,STGPS  
12:13:29,3139,112,F,FLIGHT,974.838013,27.1088473,-3.11E-20,3.302381124,174.2961571,259.8681183,152.9178067,123.7949934,10.88657962,236.9618196,23.74269866,122.0950623,355.6933619,180.9419822,12:13:29,974.838013,23.11530048,30.13945396,1,STGPS  
12:13:30,3139,113,F,FLIGHT,973.7365011,25.45321328,2.41E-20,3.298529244,197.0645489,305.4015514,143.7072277,128.8027262,9.607096524,250.4469893,24.52099786,107.4213849,325.2887885,181.6283875,12:13:30,973.7365011,23.11530048,30.13945396,2,STGPS  
12:13:31,3139,114,F,FLIGHT,972.6349892,24.40117283,-1.13E-20,3.297913593,178.5489492,265.9303724,155.3069092,112.3112907,10.99243734,269.7508148,26.08588348,112.0176205,358.4200408,169.2466385,12:13:31,972.6349892,23.11530048,30.13945396,9,STGPS  
12:13:32,3139,115,F,FLIGHT,971.5334773,24.07498916,-4.56E-21,3.297956316,189.1532335,260.3032594,156.7097869,129.4937203,9.923359285,259.4215465,27.14508074,112.6678093,359.679279,188.4709584,12:13:32,971.5334773,23.11530048,30.13945396,5,STGPS  
12:13:33,3139,116,F,FLIGHT,970.4319654,26.64307879,3.68E-21,3.301844064,192.0438461,272.1179744,165.2215707,129.2994746,10.83337158,264.8290636,27.29244242,113.4265038,328.370179,179.7884575,12:13:33,970.4319654,23.11530048,30.13945396,5,STGPS  
12:13:34,3139,117,F,FLIGHT,969.3304536,25.96599314,1.14E-21,3.300767224,176.1527581,295.0712842,152.9651584,132.5041041,10.6245469,243.3334603,26.82575441,106.9610261,332.2342847,168.5140314,12:13:34,969.3304536,23.11530048,30.13945396,3,STGPS  
12:13:35,3139,118,F,FLIGHT,968.2289417,25.47145686,-1.28E-23,3.300570778,177.7275613,295.2479961,154.2246231,113.1003975,9.959235443,260.4245842,26.02244295,100.4524648,355.5419701,164.4526234,12:13:35,968.2289417,23.11530048,30.13945396,8,STGPS  
12:13:36,3139,119,F,FLIGHT,967.1274298,26.01745084,1.00E-23,3.303293971,169.6413153,263.3627171,159.8928274,115.7992797,9.500741218,241.1573444,25.95505055,118.9962716,378.8439987,190.4902658,12:13:36,967.1274298,23.11530048,30.13945396,6,STGPS  
12:13:37,3139,120,F,FLIGHT,966.0259179,24.36896951,6.33E-24,3.302463825,195.2322469,302.1873307,163.1653888,115.7404354,10.10608814,265.8572797,26.35202246,119.1667237,331.2972495,182.9062592,12:13:37,966.0259179,23.11530048,30.13945396,3,STGPS  
12:13:38,3139,121,F,FLIGHT,964.924406,24.33867592,-2.87E-24,3.297336161,196.8582075,263.2272298,162.5636053,130.2098044,10.82696494,235.5556414,23.97372447,111.1641289,368.0016891,163.9444033,12:13:38,964.924406,23.11530048,30.13945396,5,STGPS  
12:13:39,3139,122,F,FLIGHT,963.8228942,24.27076568,-1.20E-24,3.300496284,165.8939261,285.7444177,145.6198797,121.7558602,10.36034764,260.7905011,23.81894276,100.2484314,376.2250037,194.5672058,12:13:39,963.8228942,23.11530048,30.13945396,6,STGPS  
12:13:40,3139,123,F,FLIGHT,962.7213823,25.41586505,-6.90E-25,3.297548233,192.4398419,302.7916777,158.1548252,111.9564873,9.783776269,262.2043799,26.93594946,114.0120765,354.5315498,169.0035379,12:13:40,962.7213823,23.11530048,30.13945396,9,STGPS  
12:13:41,3139,124,F,FLIGHT,961.6198704,27.67966978,5.25E-25,3.299447965,181.8683897,266.9064682,152.2949918,134.6895432,9.500401674,240.8271319,24.76505945,102.9923398,348.9183913,197.2542549,12:13:41,961.6198704,23.11530048,30.13945396,0,STGPS  
12:13:42,3139,125,F,FLIGHT,960.5183585,25.22633653,2.96E-25,3.297392412,177.4820415,284.3921238,168.3269882,118.6435998,10.5653988,244.513336,26.39620864,113.4227258,339.5493173,174.1671774,12:13:42,960.5183585,23.11530048,30.13945396,2,STGPS  
12:13:43,3139,126,F,FLIGHT,959.4168467,22.86248753,1.88E-25,3.296767573,171.7184742,290.0614223,164.1719627,114.4997076,9.949256307,264.3303409,23.34128352,111.8730414,363.1502905,171.9785879,12:13:43,959.4168467,23.11530048,30.13945396,3,STGPS  
12:13:44,3139,127,F,FLIGHT,958.3153348,24.01011335,1.18E-25,3.302364076,174.7799208,256.9537346,161.3803135,117.3220377,10.16704651,251.7977145,22.57025024,118.8599149,383.6706185,170.049299,12:13:44,958.3153348,23.11530048,30.13945396,1,STGPS  
12:13:45,3139,128,F,FLIGHT,957.2138229,27.54992409,-9.32E-26,3.299418207,164.5721678,302.222622,151.9616865,132.2348751,9.860518282,264.2500466,24.34442004,114.1092128,331.5822507,189.7165603,12:13:45,957.2138229,23.11530048,30.13945396,4,STGPS  
12:13:46,3139,129,F,FLIGHT,956.112311,25.09698662,1.86E-26,3.297519501,179.8802223,255.7984932,152.7328084,112.1877785,9.218496162,250.9271644,24.33466259,101.952266,349.9217953,169.4127003,12:13:46,956.112311,23.11530048,30.13945396,0,STGPS  
12:13:47,3139,130,F,FLIGHT,955.0107991,23.9855438,-1.31E-26,3.297031356,163.6223963,294.8743932,141.0814986,115.7116507,10.58866158,254.6480052,26.40542778,104.2987776,365.4829509,162.3917503,12:13:47,955.0107991,23.11530048,30.13945396,5,STGPS  
12:13:48,3139,131,F,FLIGHT,953.9092873,25.54540826,6.90E-27,3.302510427,191.1079018,307.3796843,145.6795742,131.2455966,10.4686837,253.1996836,26.37376137,108.0989829,388.9360695,171.4940395,12:13:48,953.9092873,23.11530048,30.13945396,6,STGPS  
12:13:49,3139,132,F,FLIGHT,952.8077754,26.53616036,5.68E-27,3.301235086,175.0664424,283.533476,140.2607429,120.7585056,10.80656996,234.3941635,23.73067758,100.8497788,375.7112789,195.7608769,12:13:49,952.8077754,23.11530048,30.13945396,3,STGPS  
12:13:50,3139,133,F,FLIGHT,951.7062635,23.60845424,3.13E-27,3.301710263,188.893871,304.9347818,141.6951801,122.7791092,9.341787228,251.8496901,23.62922246,109.9624067,381.0053147,176.3665453,12:13:50,951.7062635,23.11530048,30.13945396,7,STGPS  
12:13:51,3139,134,F,FLIGHT,950.6047516,24.63631672,-1.00E-27,3.302240815,169.5986828,276.8613017,157.2943085,110.7471928,10.78505878,248.9494635,23.44536784,109.1961578,333.4655268,171.2583515,12:13:51,950.6047516,23.11530048,30.13945396,7,STGPS  
12:13:52,3139,135,F,FLIGHT,949.5032397,26.30819178,1.52E-28,3.299672589,193.0544405,299.6131295,139.6219446,133.8663499,10.3764064,277.0546744,22.90162883,104.2972833,388.3340474,170.8297863,12:13:52,949.5032397,23.11530048,30.13945396,1,STGPS  
